module_slug,slot_key,local_filename,drive_url
modul-1,video_u11,,
modul-1,video_u12,,
modul-2,video_u21,,
modul-3,video_u31,,
modul-3,video_u32,,
modul-4,video_u41,,
modul-4,video_u42,,
modul-4,video_u43,,
modul-4,video_u44,,
modul-5,video_u51,,
